ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
FMACHA0080012049,17ème Randonnée,Fêtes et Manifestations,Manifestation sportive,Randonnée,,,Randonnée,Sport cycliste,,,Salle des Fêtes,,,8090,FAGNON,FRANCE,03 24 52 42 28,,,ml.valtier@orange.fr,,,,49.73542,4.636675,,,,17ème Randonnée,,Accessible à tous les niveaux aux alentours de Fagnon,"3 parcours VTT de 15, 30, et 40 km environ2 parcours pédestres de 10 et 15 km environ. Départs libres de 8h à 10 h à Salle des Fêtes.Plusieurs ravitaillements sont prévus.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/b3ca5720-79ce-455d-acf1-9c634fc722cc/randonnee.jpg,http://cnstlltn.com/master/b0ee8129-dc27-4658-b3c4-84d796ff8c50/rando+velo.jpg,,,,,,,,,,,,17/04/16,17/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011790,18ème Rando des Pommes ,Fêtes et Manifestations,,,,,,,,,,,,8130,SUZANNE,FRANCE,,,,ot.cretes@orange.fr,,,,49.51707,4.634823,,,,18ème Rando des Pommes,,"de 8h à 12h, à la place Saint Barthelemy",Vous pouvez participer à la 18ème Rando des Pommes pour seulement 2 par personne!,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8e7d62c2-b450-4d39-a7fe-5ad307faa90a/pomme.jpg,,,,,,,,,,,,,25/09/16,25/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010770,1er Bike and Run,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,,,,,Place ,,,8230,ROCROI,FRANCE,,,,,,,,49.92891,4.529608,,,,Bike and Run Rocroy,11/09/16,Organisée par Rocroi sports nature,"Le 2em Bike&Run des Remparts aura lieu le dimanche 11 septembre à Rocroy (une organisation de Rocroi Sports Nature) * Départ course Jeunes à 14h * Départ course Confirmé (2e manche du challenge ardennais) à 14h30  et * Départ Course Découverte 30s plus tard N'hésitez pas à venir participer. Le parcours est déjà tracé, il est magnifique... Au coeur des remparts (lieu atypique pour les compétiteurs et pour les spectateurs), le spectacle s'annonce splendide....",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/3c7289ba-5025-4d9b-8970-26c004c2d6ef/t%c3%a9l%c3%a9chargement+(1).png,,,,,,,,,,,,,11/09/16,11/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011563,20 ème Enduro + les 30 ans du club motocycliste,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,,,,,,,,8230,ROCROI,FRANCE, 03.24.54.11.17,,,,,,,49.92316,4.520916,,,,20ème Enduro du Plateau de Rocroi,Dans les remparts de la ville et les villages autour,Marché aux Fleurs et produits du terroir et restauration toute la journée dans la ville.,"Près de 600 pilotes sont inscrits pour le 20e enduro du Plateau de Rocroi Une fois de plus, léquipe du Moto club du Plateau de Rocroi (MCPR) a tout mis en uvre pour que cette édition soit une réussite tant sportive quau niveau de la vie associative. Le spectacle dans les spéciales chronométrées sera au rendez-vous Cette épreuve de régularité tout terrain, organisée sous légide de la Fédération française de motocyclisme (FFM), se déroulera sur un tracé de plus de 150 km  Lentrée est totalement gratuite quel que soit lendroit. Pour tout renseignement, sadresser à Richard Huet au 03.24.54.11.17 ou 06.23.25.07.17. Déroulement de lépreuve  A partir de 8 h, les pilotes sélanceront 4 par 4 toutes les minutes à Mon Idée.  Première spéciale chronométrée en ligne à partir de 8 h 05 et jusque 18 h. Les pilotes devront franchir des obstacles artificiels. Du beau spectacle en perspective.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/eb2af8a4-ad40-47d5-a088-0ae4adf62553/enduro.jpg,http://cnstlltn.com/master/9c86f517-439e-43c9-b076-c15246aebbe6/1432814459_resized_219.jpg,,,,,,,,,,,,22/05/16,22/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Salle d'animation,,,,,,,,,,,,,,,,,,,,Bar,Circuits touristiques,Commerce alimentaire,Espace jeux,Plats à emporter/Plats cuisinés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080006791,20ème nuit de la chauve souris ,Fêtes et Manifestations,,Conférence,,,,,,,,,,8290,RUMIGNY,FRANCE,03 24 42 90 57,,,,,,,49.81694,4.53495,,,,20ème nuit de la Chauve Souris , de 20h à 22h30,Place limité inscription obligatoire,Organisé par les associations ReNard et PNR prévoir une lampe de poche.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/01bee0c3-ee98-46c0-bf92-5e96f2862607/ch+souris.png,http://cnstlltn.com/master/aefc8285-2b27-401b-b27b-21cf1cbcbdc9/nuit+chauve+souris.jpg,,,,,,,,,,,,20/08/16,20/08/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visite gratuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080000720,22ème Brocante de Mohon,Fêtes et Manifestations,Manifestation commerciale,Brocante,,,,,,,Place de Mohon,,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,,,,,49.75249,4.731442,,,,22ème Brocante de Mohon,La plus grande et la plus animée des brocantes ardennaises,Rendez-vous incontournable de la rentrée! A partir de 9h jusqu'à 19h00,"Organisée par l'Association Mohon Commerce Artisanat. Près de 350 exposants! Cette brocante est le rendez-vous incontournable des ardennais et de nos visiteurs étrangers grands amateurs de brocantes au coeur de l'ancien centre ville de Mohon dite  la cheminote , aujourd'hui quartier de Charleville-Mézières. Au pied de la magnifique église classée du 16° siècle Saint-Lié et dans les anciennes rues de cette ville où les 3/4 des habitants fin XIX° étaient cheminots, on peut y chiner de nombreux objets anciens introuvables ailleurs : pipes gambier de Givet, bocks des anciennes brasseries ardennaises.... La pièce rare ne se livre qu'aux lève-tôts ! Une super ambiance avec de nombreuses animations : musique, orgues de barbarie, démonstrations sportives et autres gourmandises à déguster toute la journée.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/064a9d43-88dc-498d-9396-0e002ac9fcf7/brocante+de+mohon.jpg,http://cnstlltn.com/master/1dbc7ea7-a2d1-4be2-938d-76a63e354159/brocante_de_mohon2010.jpg,,,,,,,,,,,,04/09/16,04/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080008113,24h d'Endurance Tondeuses,Fêtes et Manifestations,Animation locale,Concours,,,,,,,Domaine de Gravanne,,,8390,LES PETITES ARMOISES,FRANCE,06 18 69 38 54 ,06 08 93 07 62,,ludivine.prevot@orange.fr,jraguet@wanadoo.fr,,,49.49947,4.828212,,,,24h d'Endurance Tondeuse,,du samedi à 16h au dimanche à 16h,24h de compétition de tracteurs-tondeusesBénédiction 15 h15 - Brocante pendant 24h - Présence des producteurs locaux - Expositions diverses - Animations - Jeux pour enfants - Feu d'artifice le soir à 23h.Buvette et petite restauration sur place. Organisée par Armoises 4x4,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/933155a5-d9b0-4550-9584-c0da79ab708c/24h_endurance_des_tracteurs_tondeuses_.jpg,,,,,,,,,,,,,14/05/16,15/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010614,24h des Tracteurs Tondeuses,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,,,,,,,,8140,DAIGNY,FRANCE,,,,,,,,49.70638,5.092698,,,,24h des Tracteurs Tondeuses,,,"Un évènement qui attire des passionnés de la discipline venu de toute l'Europe.2015 : Victoire Germano-Suisse2014 : Victoire anglaiseEn plus de la course des 24h de tracteurs tondeuses, retrouvez de nombreuses animations :Démonstrations de quads, de 4x4 et de RC crawling (véhicules 4x4 radiocommandés) exposition de voitures anciennes, marche et parcours VTT, paintball, airsoft...",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a7d12916-7b31-4ee2-9b73-484ad0b864b7/daigny.jpg,,,,,,,,,,,,,14/05/16,15/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011754,25ème concours d'Attelage de Boulzicourt,Fêtes et Manifestations,,,,,,,,,Rue du Moulin,,,8410,BOULZICOURT,FRANCE,03 24 53 75 70,,,,,,,49.69175,4.6979,,,,25ème Concours d'Attelage de Boulzicourt,,Samedi 17 juillet (10h-20h) et dimanche 18 juillet (9h-17h),"Entrée Gratuite : dressage et maniabilité attelée, spectacle équestre, maniabilité.Restauration sur place.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/1b75566a-550e-4b7a-a754-ff087edaa52d/cheval.jpg,,,,,,,,,,,,,16/07/16,17/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080000896,28e Foulées rethéloises,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,Course à pied,,,,,,,8300,RETHEL,FRANCE,03 24 38 10 54,03 24 72 43 25,,roland.larnaudie@wanadoo.fr,jean-luc.lesage7@wanadoo.fr,http://www.foulees-retheloises.com,,49.51503,4.383214,,,,28e Foulées rethéloises,,,11h00 départ de la course jeunes15h00 départ course adultes,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a67bf900-beb6-45eb-ae84-550421e834b1/foulees_2012_otpr+(195).jpg,,,,,,,,,,,,,06/11/16,06/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011598,2ème Expo Puces motos et autos,Fêtes et Manifestations,Fête et Tradition,Brocante,,,Sports mécaniques,,,,Promenade des remparts,,,8000,WARCQ,FRANCE,,,,m-cwarcqlessangliers@live.fr,,,,49.76941,4.679233,,,,2ème Expo Puces motos et autos,,samedi de 14h à 20h - Dimanche de 8h à 18h - organisé par le Moto-Club de Warcq  les Sangliers  - entrée gratuite,+ de 200 véhicules auto-moto exposés - dépoôt-ventetombola - animations - concert gratuit - buvette et restauration,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/69803086-2bc9-4423-87a5-58dde2b34a3b/bourse+moto.jpg,,,,,,,,,,,,,07/05/16,08/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080003157,3 Stages de théâtre Ludus,Fêtes et Manifestations,Manifestation Culturelle,Théâtre,,,,,,,22 Avenue Jean Jaurès,Salle du Forum,,8000,CHARLEVILLE MEZIERES,FRANCE,03 10 07 55 32,,,,,,,49.77016,4.721742,,,,3 Stages de théâtre Ludus,,salle du Forum - sur inscription - direction : Bruno Nion,"Stage pour enfants et pré-adolescents animé par Fabrice Ricard : du mardi au vendredi 15 avril de 9h à 12hStage pour adolescents animé par Geneviève Eloire : du mardi 12 au vendredi 15 avril de 14h à 17hStage pour adultes animé par Dominique Mercier, comédienne et metteur en scène : du samedi 16 au dimanche 17 avril de 9h à 12h et de 14h à 17h",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/e2e02b55-d801-41c8-930e-97110ef3fbea/stage+ludus.jpg,,,,,,,,Accès handicapés,,,,,12/04/16,17/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080009736,30ème Randonnée du Plateau de Rocroy,Fêtes et Manifestations,Manifestation sportive,Compétition sportive,,,,,,,Salle polyvalente,,,8260,AUVILLERS LES FORGES,FRANCE,324543272,,,castaignede.monique@orange.fr,,,,49.86308,4.358217,,,,31ème randonnée du plateau de Rocroy,Avec le Chateau vert cyclotourisme,"30, 60, 90 et 120km sur route",Départs : 7h30 à 10h,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a507a924-a057-434e-bd90-aacd275e6ed7/110503_142424.jpg,,,,,,,,,,,,,04/09/16,04/09/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Parking,Salle d'animation,,,,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080004745,31e Course de voitures à pédales,Fêtes et Manifestations,Animation locale,Fête de village,,,Automobile,Sport cycliste,,,,,,8300,AMAGNE,FRANCE,06 28 36 55 47,,,vap@amagne.fr,,http://www.amagne.fr,,49.51711,4.504982,,,,31e Course de voitures à pédales,,"Départ de la course 15h30 , arrivée 18h30.",Thème : les animaux de la fermeUne quarantaine de voitures plus farfelues les unes que les autres font la course dans les rues dAmagneRestauration à partir de 11h30,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/ddf86229-48ff-4ec6-9a68-6b82eb7b1113/voitures_pedales_2013_otpr+(86).jpg,,,,,,,,,,,,,15/05/16,15/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080012052,35ème anniversaire du Tropic Carolo Combo,Fêtes et Manifestations,Musique,Défilé Cortège Parade,,,Fanfares bandas,Musique folklorique (country),,,,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 37 44 53,,,,,http://tropic.carolocombo.free.fr/,,49.76208,4.726096,,,,35ème anniversaire du Tropic Carolo Combo,,,"Le Tropic Carolo Combo va fêter joyeusement son 35ème anniversaire !Pour les accompagner dans les rues de Charleville Mézières le samedi 2 juillet 2016 sur des rythmes endiablés il y aura :- les Monty Picon : Dix ans que ces rockeurs parcourent les rues et font transpirer le public dans une énergie rock'n roll déjantée et endiablée.Cuivres, cordes, percus ... ils vont faire trembler les pavés de la Place Ducale !-Le Bloco de Paris : Chanteurs, danseurs, musiciens !Le Bloco de Paris rassemble 4 écoles de Samba qui voyagent en France et en Europe pour développer et faire connaître la samba dans tous ses états, dans un esprit de Fête et de partage. Des plumes, des couleurs, du rythme ... avec eux le soleil va s'installer sur notre bonne vieille ville.- Ens' Batucada : Incontrôlable, imprévisible, puissant !Voilà Ens' Batucada et son show remuant Ô'Brigad. Cette étrange tribu va vous embarquer dans un univers loufoque et imaginaire. Venez suivre leurs rythmes forts et entraînants dans une nouvelle histoire au coeur de Charleville Mézières et de ses ruelles oubliées.- les Amis Réunis de Bogny sur Meuse : Des amis, des passionnés, des amoureux de la fête et de la convivialité, des joyeux musiciens. Une famille !Les Amis Réunis de Bogny sur Meuse vont apporter avec leur instruments : rythmes et bonne humeur ! Venez les suivre aux sons des cuivres et tambours et partager avec eux un vrai moment d'amitié !Le dimanche 3 juillet, ce sera aussi la folie sur la Plaine du Mont Olympe!Venez nombreux pour fêter ça, venez entre amis et en famille pour danser, rire, partager, s'amuser, découvrir et vivre !",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/fb766dc3-ffd0-4684-8c77-d7c58b328761/tropic+carolo+combo+2+juillet+2016.jpg,http://cnstlltn.com/master/a144281a-f457-41e3-a169-6d197a3c1fdf/tropic+carolo+combo.jpg,,,,,,,,,,,,02/07/16,03/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080012053,38ème Rallye Régional des Ardennes ,Fêtes et Manifestations,Insolite,Rallye,,,Automobile,,,,Place Ducale,,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,,,http://www.facebook.com/groups/164925143544065/,,49.77325,4.720685,,,,38ème Rallye Régional des Ardennes ,,Nouveau: 1er Rallye historique des Ardennes VHC-VHRS,Samedi 18: Départ :Charleville-Mézières: Place DucaleMaubert-Fontaine: Prologue,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/e0cec5e3-4669-4612-8d8a-dd0a97376b2d/38%c3%a8me+rallye+des+ardennes.jpg,,,,,,,,,,,,,18/06/16,18/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080006618,3e Marche populaire internationale,Fêtes et Manifestations,Manifestation sportive,Randonnée,,,Randonnée,,,,,,,8300,RETHEL,FRANCE,06 28 23 38 63,09 50 98 11 30,,,,http://rethelrando.canalblog.com/,,49.51503,4.383214,,,,3e Marche populaire internationale,,,Départ et arrivée : Halle place Hélène CyminskiDépart du 7 et 10km de 8h à 14h du 15km de 8h à 13h du 20km de 8h à 12harrivée limitée à 17h2 (gratuit pour les moins de 12 ans)Possibilité de restauration sur placeOrganisée par Rethel Rando,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/7895cf82-4787-4d7f-b814-c56d637ca45a/rethel_rando_marche_populaire_01_05_2015_otpr+(178).jpg,,,,,,,,,,,,,26/06/16,26/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011997,3ème Bourse bière et brasserie,Fêtes et Manifestations,Animation locale,Divers,,,,,,,"Petite Brasserie Ardennaise, 2 chemin du Vivier Guyon",,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 32 32 47,,,,,,,49.76195,4.74661,,,,3ème Bourse bière et brasserie,,De 9h à 12h.,"Verres, étiquettes, sous bocks, bouteilles, capsules, boîtes, vieux papiers....",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/486e347c-e33c-4620-803e-17cf6239f79d/bourse.jpg,,,,,,,,,,,,,23/04/16,23/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011992,3ème Voie-Verte en fête !,Fêtes et Manifestations,Animation locale,Divers,,,Randonnée,Sport cycliste,,,,,,8320,VIREUX WALLERAND,FRANCE,03 24 42 90 57,,,accueil@parc-naturel-ardennes.fr,,http://www.parc-naturel-ardennes.fr,,50.08448,4.727663,,,,3ème Voie-Verte en fête !,Revin-Vireux-Wallerand-Ardenne-France,Rendez-vous le samedi 3 septembre 2016 pour cette 3ème édition.,"Un parcours de 18km sur le tronçon Revin/Vireux-Wallerand est proposé.Au programme de cette journée gratuite : Animations sportives, gastronomiques, culturelles et musicales.A partir de 10hTout publicGratuit Renseignements sur www.cd08.fr (organisé par le Conseil départemental des Ardennes)",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/01d61dbf-bb34-4026-82ff-0c84b52431c6/val_ardenne-dsc_1017_.jpg,http://cnstlltn.com/master/fb68a5dc-120b-4867-b374-2442e2b57d75/cycliste+voie+verte.jpg,,,,,,,,,,,,03/09/16,03/09/16,,,,,,,,,Autres,,,,,accueil@parc-naturel-ardennes.fr,03 24 42 90 57,03 24 42 90 58,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
