"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_SALLE_RESTAURANT","NB_SALLE_CLIMATISEE","NB_COUVERT_MAX","NB_COUVERT_TERRASSE","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"RESCHA0080000708","Au fil de l'eau","Restauration",,,,,,,,,,,,,"Voie verte",,,8800,"DEVILLE","FRANCE","06 45 07 64 37",,,,,"http://www.au-fildeleau.com",,"49.85649","4.738259",,,,"Au fil de l'eau",,,"Au fil de l'eau Situé sur la Voie Verte.Tél : 06 45 07 64 37.Ouvert tous les jours en juillet et août.Ouvert en saison (sauf intempéries)",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/45ad9435-1aeb-415e-ac81-adb2f627bd18/au+fil+de+l%27eau.jpg","http://cnstlltn.com/master/6974d2a8-1dda-45ab-9274-7d2dc265a0db/au+fil+de+l%27eau+2.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000428","Au p'tit délice Liartais","Restauration",,"Restauration Rapide",,,,,,,,,,,"Place de la Mairie",,,8290,"LIART","FRANCE",,,,,,,,"49.76898","4.34011",,,,"Au p'tit délice Liartais","restauration rapide","vente à emporter, pizza, kébab, boisson sur la place de la Mairie","Ouvert du Mardi au Dimanche de 18h à 21h30.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/49ef30aa-0a8c-4cbe-94c9-e47bea831958/282949_478083868903893_1248107239_n.jpg","http://cnstlltn.com/master/2187e016-4fe2-4944-a4cb-af71982cd71a/393430_273498992695716_113341477_n.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,"Espèces",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bar / buvette","Vente à emporter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000420","Au P'tit Resto","Restauration","Restaurant","Cuisine traditionnelle",,,,,,,,,,,"52 rue Monge",,,8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 40 50 93",,,,,,,"49.77932","4.718441",,,,"Au P'tit Resto",,"Cuisine traditionnelle et Locale",,,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/0c3a5cbd-334d-4f3b-aa76-a47e6d7c0f22/resto.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000315","AU RELAIS DES ARDENNES - MAHUT Loïc","Restauration","Restaurant","Cuisine traditionnelle",,,,,,,,,,,"1, Rue Geoffreville",,,8270,"NOVION PORCIEN","FRANCE","03 24 38 70 03",,,"prevotaurore@yahoo.fr",,,,"49.59981","4.423714",,,,"Le Relais des Ardennes ","Menu du jour à 13","Cuisine traditionnelle et pizza sur place et à emporter NOUVEAU PROPRIÉTAIRE !","Menu du jour à 13 Ouvert du Lundi au Samedi Possibilité de soirée à thème, banquet... OUVERT TOUTE l'ANNÉE (fermé le dimanche)",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/675af87b-b5aa-4305-a0d8-9d920992725a/resto+-+au+relais+des+ardennes.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menu du jour","13.00","13.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000049","AUBERGE DE LA ROCHE A 7H","Restauration","Restaurant","Cuisine traditionnelle",,,,,,0,0,0,,,"Chemin Haut du Terne",," ",8800,"MONTHERME","FRANCE","03 24 57 46 79",,,,,,,"49.88497","4.730783",,,,"AUBERGE DE LA ROCHE A 7H",,,"bien manger dans un décor fabuleux à un prix modique auberge de la Roche à 7 heures Monthermé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction",,"MOINET","Claude",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000217","Auberge d'Ecry ","Restauration","Auberge de campagne","Cuisine traditionnelle",,,,,,0,0,0,,,"18, rue d'Ecry",," ",8190,"VIEUX LES ASFELD","FRANCE","03.24.72.94.65",,"03.24.38.39.41","ferme.d.ecry@wanadoo.fr",,"http://www.auberge-decry.fr",,"49.45779","4.104592",,,,"Auberge d'Ecry",,,"Auberge chaleureuse et conviviale, cuisine traditionnelle et régionale au gré des saisons, terrasse fleurie, jeux pour enfants 158 couvertsmenus à partir de 203 salles de réception (de 20 à 80 places) et 2 salons privés (de 8 à 15 personnes)Traiteurfermé le lundi fermé le soir sauf le vendredi et le samedi",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/35391078-fcd4-4576-bd2c-2d3559778258/1287000313_2.jpg","http://cnstlltn.com/master/61469fa2-1f08-4ac0-8c8e-da642aeaade3/1287000313_1.jpg","http://cnstlltn.com/master/76cacd27-b6a7-45f6-9fb7-dd7b8cec8400/5183aa01-3221-4d70-af05-325bdd257551_134.jpg",,,,,,,,,,,,,,,,,,,,,"Direction",,"BOUILLARD","Anthony et Virginie",,"AUBERGE D'ECRY","03.24.72.94.65","03.24.38.39.41","Renseignement/Information",,"AUBERGE D'ECRY",,,"ferme.d.ecry@wanadoo.fr","03.24.72.94.65","03.24.38.39.41",,,,,,,,,,"Chèques bancaires et postaux","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa","Chèques déjeuners","Chèques restaurant","Virements",,"Terrasse",,,,,,,,,,,,,,,,,,,,"Séminaire","Traiteur","Vente à emporter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"SOIREE ETAPE","47.50","0.00","MENU DU JOUR","12.50","0.00","PLAT DU JOUR","9.00","0.00","CHAMBRE D'HOTES PETIT DEJEUNER COMPRIS","42.00","0.00","CHAMBRE D'HOTES PETIT DEJEUNER COMPRIS","35.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000036","AUBERGE DU 1ER CHAINEAU","Restauration",,,,,,,,0,0,0,,,"138 Route de Monthermé",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 33 34 97",,"03 24 33 33 08",,,,,"49.7915","4.714171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000235","Auberge du Cheval Blanc","Restauration","Hotel-restaurant","Cuisine traditionnelle",,,"Cuisine traditionnelle",,,0,0,0,,,"61, Route de Sedan",," ",8000,"LES AYVELLES","FRANCE","03 24 37 78 87",,,"aubergeduchevalblanc08@orange.fr",,,,"49.71952","4.758204",,,,"Auberge du Cheval Blanc",,,"Hôtel - Restaurant - Traiteur toutes réceptions (mariage, communion, foire...)Restaurant cuisine traditionelle avec produits frais et de saison. Ouvert du lundi au dimanche avec menu du jour ou à la carte. Ouvert midi et soir. Restaurant fermé le dimanche soir. Menus à partir de 8,50  à 20. Plat du jour toute la semaine avec buffet de hors d'oeuvre à volonté 13,50 . Accueil groupe possible (maxi 100 couverts). Inscrit au  Petit Futé . Hôtel : 8 chambres tout confort - possibilité de soirée étape au tarif de 50  par personne (diner, nuit et petit déjeuner).",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/4f369f4e-cb1c-470a-83fd-b2872e5aec7d/4f369f4e-cb1c-470a-83fd-b2872e5aec7d_134.jpg","http://cnstlltn.com/master/87443ad1-0ed9-4215-9215-1f50b34320b0/img_4450.jpg","http://cnstlltn.com/master/de80eaf4-4c61-47ff-a64d-5a0979cfc96c/img_4457.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"American Express","Carte de crédit","Chèques","Chèques bancaires et postaux","Tickets-restaurant","Visa","Access","Carte bancaire","Cartes de paiement","Chèques de tables",,,,,,,,,,,,,,,,,,,,,"Cyber espace / bornes accès Internet","Séminaire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000274","Auberge du Laminak","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine européenne","Cuisine traditionnelle",,0,0,40,,,"Route de Nouzonville",," ",8700,"NOUZONVILLE","FRANCE","03 24 33 37 55",,,,,,,"49.78597","4.724331",,,,"AUBERGE DU LAMINAK",,,"Cuisin traditionelle française",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/21d3d39d-551c-4d97-b4c7-8575072b549b/21d3d39d-551c-4d97-b4c7-8575072b549b_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"anglais","allemand","espagnol","français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"Menu dégustation (6 plats)","40.00","50.00","Menu (au choix entre 5 entrées, 5 plat et 5 desserts)","29.90","0.00","Dessert","7.00","0.00","Menu unique (entrée + plat + dessert)","16.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000103","Auberge du Moulin de Gironval ","Restauration","Restaurant","Restaurant gastronomique",,,,,,,,80,,,,," ",8460,"THIN LE MOUTIER","FRANCE","03 24 54 74 40",,,,,,,"49.71872","4.504329",,,,"Auberge du Moulin de Gironval ",,"Venez déguster la célèbre salade aux lards dans un cadre champêtre","L'auberge est située dans un ancien moulin à farine, nichée dans la forêt Ardennaise.Bruno et Agnès AYER vous font déguster leur cuisine de caractère notamment avec leur savoureuse salade aux lards, plat typiquement régional.Menu avec 1 bouteille de vin pour 4 personnes :  - Salade aux lards avec saucisses - Dessert du jour - Café Vous pourrez également admirer la grande roue du moulin visible depuis la salle de restauration. Le restaurant a une capacité maximale de 80 couverts .5 Chambres d'hôtes rustiques sur place.Possibilité également de visiter les caves (fabrication de cidre / sur réservation)Fermeture annuelle du 15 Août au 5 Septembre 2016",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/a81c7de1-9e8d-4d32-8abe-398120aa30ec/thin-le-moutier-ayer-028-1727_%c2%a9_lpa-c.lecomte.jpg","http://cnstlltn.com/master/58f7283e-0790-409a-942b-4a77a6735b75/thin-le-moutier-ayer-028-1726_%c2%a9_lpa-c.lecomte.jpg",,,,,,,,,,,,,,,,,,,,,,"Renseignement/Information",,"AYER","Bruno et Agnès",,,"03.24.54.74.40",,"Direction",,"AYER","Bruno et Agnès",,,"03.24.54.74.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",50,1,,,,"Menu (à partir de 10 pers.)","16.00","16.00","Menu + Visite de cave (à partir de 10 pers.)","18.00","18.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000719","Auberge du Pied des Monts ","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine traditionnelle",,,1,,80,,,"6 rue de la Fontaine",,,8400,"GRIVY LOISY","FRANCE","03 24 30 74 45",,,"aubergedupieddesmonts@yahoo.com",,,,"49.41551","4.632407",,,,"Auberge du Pied des Monts",,,"Le restaurant est situé dans un petit village calme proche du Vouzinois, il vous régalera de sa cuisine traditionnelle et ardennaise à base de produits frais du terroir.L'Auberge détient aussi 5 chambres d'hôtes spacieuses, dont 4 en duplex. Restaurant ouvert tous les jours sauf le mercredi et le dimanche soir",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/bb44367b-0d31-42f1-9203-ff1bdb516e28/auberge+du+pied+des+monts+08400+grivy+002.jpg","http://cnstlltn.com/master/6f58614a-8884-4467-8604-590653935ba2/travaux+auberge+2014+024.jpg",,"Non Classé",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"COIGNART","Jérémy",,,,,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques bancaires et postaux","Espèces","Carte bancaire","Virements",,,,,,"Parking",,,,,,,,,,,,,,,,,,,,"Banquet","Espace jeux",,,,,,,,,,,,,,,,,,,,,,,,"Wifi",,,,,"Y",80,2,,,,"Menu Adulte","16.50","33.00","Menu du jour ","9.00","14.00","Menu Enfant","7.50","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000059","AUBERGE EN ARDENNE","Restauration","Restaurant","Restauration Rapide",,,,,,0,0,0,,,"15, rue de l'Hôtel de Ville",," ",8800,"LES HAUTES RIVIERES","FRANCE","03.24.53.41.93",,"03.24.53.60.10","auberge.ardenne@wanadoo.fr",,,,"49.88401","4.841557",,,,"AUBERGE EN ARDENNE",,,"Adresse conseillée aux randonneurs à pied, à VTT et en canoë",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction",,"WILLAIME","André",,"Auberge en Ardenne","03.24.53.41.93","03.24.53.60.10","Renseignement/Information",,"AUBERGE EN ARDENNE",,,"auberge.ardenne@wanadoo.fr","03.24.53.41.93","03.24.53.60.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000175","Aux Plaisirs Gourmands","Restauration","Restaurant",,,,"Cuisine européenne","Cuisine gastronomique","Cuisine traditionnelle",,,50,,,"Site Abbatial","Le Bourg",,8160,"ELAN","FRANCE","03 24 37 84 09","06 63 47 76 02",,"aux.plaisirs.gourmands@orange.fr",,"http://sites.google.com/site/auxplaisirsgourmandschocolats/home",,"49.65971","4.750369",,,,"Aux Plaisirs Gourmands","Restaurant, traiteurs, organisateurs de réception en Ardenne",,"Une salle de restaurant typiquement ardennaise et un chapiteau chauffé au coeur de la campagne... Une cuisine traditionnelle avec des produits frais, de saison et artisanaux. Restaurant sur réservation: samedi soir et le dimanche midi. Possible tous les jours, sur réservation pour les groupes (minimun 30 personnes - maximum 35 personnes).Fabrication, démonstration, vente de chocolats et pâtisseries.Ateliers cuisine et chocolats en semaine pour enfants et adultes. Atelier culinaire en  direct  devant vos convives. Traiteur et organisateur de réception : toute l'année (de 8 à 1000 personnes). Formules à la carte et clef en main pour tout type de réceptions et selon votre budget.Tarif menu adulte: minimum 35 euros - maxi 85  eurosLabel Cercle des Restaurateurs d'Ardennes. Maître Restaurateur. Tables et auberges de France.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/984e5c90-688d-4cd1-8b30-583a7cbb4fb5/984e5c90-688d-4cd1-8b30-583a7cbb4fb5_134.jpg","http://cnstlltn.com/master/c3b433bd-8c6d-46cb-9c17-935081b0839f/c3b433bd-8c6d-46cb-9c17-935081b0839f_134.jpg","http://cnstlltn.com/master/8336fda9-71b2-4299-ac64-4a347bfda1fe/8336fda9-71b2-4299-ac64-4a347bfda1fe_134.jpg",,,,,,,,,,,,,,,,,,,,,"Direction",,"LESIEUR","Cédric",,,,,,,,,,,,,,,,,"français",,,,,"Chèques","Chèques bancaires et postaux","Virements",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Animation thématique spécifique","Banquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",50,10,,,,"Menu enfant","15.00","15.00","Menu adulte ","21.00","55.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000731","Bar-Tabac LE COMMERCE","Restauration","Hotel-restaurant","Cuisine traditionnelle",,,,,,,,40,,,"16, Place de La Mairie",," ",8220,"CHAUMONT PORCIEN","FRANCE","03 24 72 32 85",,,,,,,"49.69884","4.419079",,,,"Bar-Tabac LE COMMERCE","60 couverts intérieur + 10 couverts extérieur","Cuisine traditionnelle & Banquet","Le restaurant fait une cuisine traditionnelle. Possibilité de faire des banquets le WE avec une capacité maximale de 60 couverts. Ouvert tous les jours de 07h00 à 21h00 sauf le jeudi",,,,,,,,,,,,,,,,,,,,,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Autres",,"PIERRONT","Ronald & Claudine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parking privé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000221","Bistro latin","Restauration","Restaurant","Brasserie",,,"Cuisine européenne","Cuisine traditionnelle",,0,0,0,,,"39 place Ducale",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 35 87 54",,,,,,,"49.77314","4.721422",,,,"Bistro latin",,,"Brasserie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"Plat","13.00","17.00","Dessert","4.90","5.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000073","Brasserie  Le Banel ","Restauration","Restaurant","Brasserie",,,,,,,,95,100,,"13, route de Banel",," ",8110,"MATTON ET CLEMENCY","FRANCE","03 24 27 15 89",,,"glenn.sauw@wanadoo.fr",,,,"49.66634","5.209322",,,,"Brasserie du Banel",,"Ouvert toute l'année les vendredis, samedis et dimanches.Ouvert tous les jours du 1er juin au 15 septembre.Salle de jeux int/ext","Le Restaurant du Banel, situé dans le camping du même nom, est un endroit branché et sympa, avec une grande plaine de jeux.","Brasserie  Le Banel ",,"Open on Fridays, Saturdays and Sundays all year round. Open every day from 1st June to 15th September.Inside/outside games room.","The Restaurant du Banel, located in the eponymous camping site, is a trendy, friendly place with a large games area.",,,,,,,,,,,,,"http://cnstlltn.com/master/b25a1deb-7ffe-4b56-b0ba-0509956c4c7a/b25a1deb-7ffe-4b56-b0ba-0509956c4c7a_134.jpg","http://cnstlltn.com/master/1ac4c68c-b808-4d7d-ae66-1f578147c72e/1ac4c68c-b808-4d7d-ae66-1f578147c72e_134.jpg","http://cnstlltn.com/master/5988295d-be46-4765-8a45-5bd86d3ca61e/5988295d-be46-4765-8a45-5bd86d3ca61e_134.jpg",,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"SAUW","Glenn",,"glenn.sauw@wanadoo.fr","03 24 52 77 61",,"Réservation Directe",,"SAUW","Glenn",,"glenn.sauw@wanadoo.fr","03 24 52 77 61",,,,,,"français","anglais","néerlandais",,,"Carte de crédit","Chèques","Chèques bancaires et postaux","Espèces","Carte bancaire",,,,,,"Jeux pour enfants","Terrasse",,,,,,,,,,,,,,,,,,,"Documentation Touristique",,,,,,,,,,,,,,,,,,,,,,,,,"Climatisation","Vue sur rivière ou étang",,,,"Y",,,,,,"Menu adulte","0.00","0.00","Plat du jour","0.00","0.00","Menu enfant","0.00","0.00","A la carte","10.00","0.00","Menu du jour","0.00","30.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000141","Brasserie  Le p'tit bidule ","Restauration","Restaurant","Brasserie",,,,,,,,24,10,,"3, rue du Ménil",," ",8200,"SEDAN","FRANCE","03 24 29 09 96",,,,,,,"49.69969","4.950936",,,,"Le p'tit bidule",,"Ouvert tous les midis du lundi au samedi.Fermeture une semaine en février, dernière semaine de juillet et les deux premières semaines d'août.",,"Restaurant  Le Bar Nassau ",,"Open every day at midday from Monday to Saturday.Closed for one week in February, the last week in July and the first two weeks in August.",,,,,,,,,,,,,,,,,"Non Classé",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"MENESSIER","Nicolas",,,"03 24 29 44 54",,"Réservation Directe",,"MENESSIER","Nicolas",,,"03 24 29 44 54",,,,,,"français","anglais",,,,"Carte de crédit","Chèques","Chèques bancaires et postaux","Espèces","Visa","Carte bancaire","Cartes de paiement",,,,"Parking","Parking autocar","Salon","Terrasse",,,,,,,,,,,,,,,,,"Animation thématique spécifique","Bar",,,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Vue intéressante",,,,"Y",25,10,,,,"A la carte","7.50","13.00","Plat du jour","7.50","12.00","Menu enfant","7.00","7.00","Menu adulte","0.00","0.00","Menu du jour","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
